"P1_S1","P1_S2","P1_S3","P1_S4","P2_S1","P2_S2","P2_S3","P2_S4","P3_S1","P3_S2","P3_S3","P3_S4"
0.205,0.274,0.197,0.479,0.205,0.274,0.197,0.479,0.3226,0.1541,0.0,0.0
0.195,0.23,0.192,0.503,0.195,0.23,0.192,0.503,0.3506,0.0623,0.0,0.0
0.194,0.205,0.187,0.533,0.194,0.205,0.187,0.533,0.3212,0.0139,0.0,0.0068
0.197,0.195,0.182,0.579,0.197,0.195,0.182,0.579,0.246,0.0013,0.0,0.0365
0.211,0.192,0.183,0.607,0.211,0.192,0.183,0.607,0.1645,0.0,0.0,0.0561
0.219,0.193,0.183,0.663,0.219,0.193,0.183,0.663,0.0761,0.0,0.0001,0.0573
0.235,0.198,0.178,0.716,0.235,0.198,0.178,0.716,0.0166,0.0,0.0101,0.0505
0.255,0.203,0.176,0.775,0.255,0.203,0.176,0.775,0.0011,0.0,0.0356,0.0469
0.276,0.196,0.176,0.773,0.276,0.196,0.176,0.773,0.0,0.0,0.0699,0.0435
0.293,0.186,0.187,0.719,0.293,0.186,0.187,0.719,0.0,0.0003,0.1017,0.0233
0.32,0.188,0.202,0.66,0.32,0.188,0.202,0.66,0.0,0.0117,0.1208,0.0044
0.352,0.196,0.223,0.603,0.352,0.196,0.223,0.603,0.0,0.0484,0.1474,0.0001
0.369,0.206,0.234,0.555,0.369,0.206,0.234,0.555,0.0,0.1,0.195,0.0
0.373,0.225,0.234,0.518,0.373,0.225,0.234,0.518,0.0,0.1411,0.2352,0.0
0.377,0.246,0.235,0.482,0.377,0.246,0.235,0.482,0.0,0.2013,0.222,0.0
0.393,0.269,0.224,0.467,0.393,0.269,0.224,0.467,0.0,0.2749,0.1859,0.0
0.384,0.291,0.207,0.468,0.384,0.291,0.207,0.468,0.0,0.3202,0.1251,0.0
0.379,0.31,0.19,0.485,0.379,0.31,0.19,0.485,0.0,0.4287,0.0619,0.0
0.355,0.325,0.172,0.52,0.355,0.325,0.172,0.52,0.0082,0.4856,0.0133,0.0
0.361,0.336,0.16,0.52,0.361,0.336,0.16,0.52,0.0495,0.512,0.0006,0.0
0.362,0.342,0.151,0.563,0.362,0.342,0.151,0.563,0.1141,0.47,0.0,0.0
0.377,0.339,0.146,0.62,0.377,0.339,0.146,0.62,0.1896,0.4235,0.0,0.0
0.337,0.342,0.138,0.66,0.337,0.342,0.138,0.66,0.2365,0.3246,0.0,0.0
0.319,0.331,0.134,0.676,0.319,0.331,0.134,0.676,0.25,0.2358,0.0,0.0
0.291,0.299,0.131,0.689,0.291,0.299,0.131,0.689,0.2175,0.1632,0.0,0.0
0.279,0.252,0.128,0.698,0.279,0.252,0.128,0.698,0.1966,0.0768,0.0,0.0
0.26,0.219,0.124,0.715,0.26,0.219,0.124,0.715,0.1773,0.018,0.0,0.0024
0.25,0.202,0.129,0.71,0.25,0.202,0.129,0.71,0.1276,0.0015,0.0,0.0178
0.239,0.188,0.132,0.748,0.239,0.188,0.132,0.748,0.0829,0.0,0.0,0.0447
0.213,0.181,0.14,0.752,0.213,0.181,0.14,0.752,0.0391,0.0,0.0002,0.0558
0.188,0.174,0.154,0.74,0.188,0.174,0.154,0.74,0.0094,0.0,0.0124,0.0594
0.165,0.168,0.176,0.705,0.165,0.168,0.176,0.705,0.0008,0.0,0.0583,0.0501
0.163,0.156,0.197,0.653,0.163,0.156,0.197,0.653,0.0,0.0,0.1268,0.0326
0.15,0.143,0.223,0.601,0.15,0.143,0.223,0.601,0.0,0.0002,0.1929,0.0144
0.136,0.131,0.237,0.57,0.136,0.131,0.237,0.57,0.0,0.0128,0.2489,0.0026
0.136,0.124,0.256,0.55,0.136,0.124,0.256,0.55,0.0,0.065,0.2927,0.0001
0.147,0.122,0.282,0.549,0.147,0.122,0.282,0.549,0.0,0.1453,0.3046,0.0
0.153,0.123,0.315,0.557,0.153,0.123,0.315,0.557,0.0,0.2424,0.3239,0.0
0.165,0.121,0.333,0.566,0.165,0.121,0.333,0.566,0.0,0.3467,0.3098,0.0
0.162,0.119,0.321,0.574,0.162,0.119,0.321,0.574,0.0,0.4118,0.2592,0.0
0.143,0.115,0.288,0.583,0.143,0.115,0.288,0.583,0.0,0.4543,0.1574,0.0
0.129,0.111,0.261,0.602,0.129,0.111,0.261,0.602,0.0,0.5038,0.0686,0.0
0.122,0.109,0.225,0.627,0.122,0.109,0.225,0.627,0.0076,0.5403,0.0131,0.0
0.125,0.108,0.203,0.642,0.125,0.108,0.203,0.642,0.0559,0.5453,0.0003,0.0
0.128,0.103,0.191,0.663,0.128,0.103,0.191,0.663,0.1548,0.5249,0.0,0.0
0.132,0.1,0.184,0.69,0.132,0.1,0.184,0.69,0.2445,0.4917,0.0,0.0
0.141,0.097,0.18,0.694,0.141,0.097,0.18,0.694,0.3001,0.3992,0.0,0.0
0.144,0.09,0.186,0.686,0.144,0.09,0.186,0.686,0.3296,0.3077,0.0,0.0
0.17,0.08,0.189,0.668,0.17,0.08,0.189,0.668,0.3464,0.2064,0.0,0.0
0.161,0.066,0.185,0.65,0.161,0.066,0.185,0.65,0.3306,0.0923,0.0,0.0
0.166,0.056,0.173,0.632,0.166,0.056,0.173,0.632,0.2891,0.0207,0.0,0.0073
0.123,0.053,0.169,0.614,0.123,0.053,0.169,0.614,0.1919,0.0016,0.0,0.0565
0.122,0.052,0.172,0.611,0.122,0.052,0.172,0.611,0.13,0.0,0.0,0.1264
0.113,0.055,0.181,0.609,0.113,0.055,0.181,0.609,0.0771,0.0,0.0,0.1814
0.104,0.059,0.185,0.604,0.104,0.059,0.185,0.604,0.0211,0.0,0.0242,0.1869
0.101,0.063,0.207,0.578,0.101,0.063,0.207,0.578,0.0018,0.0,0.1122,0.1502
0.102,0.067,0.236,0.53,0.102,0.067,0.236,0.53,0.0,0.0,0.224,0.097
0.092,0.071,0.267,0.508,0.092,0.071,0.267,0.508,0.0,0.0005,0.3185,0.0401
0.09,0.075,0.291,0.509,0.09,0.075,0.291,0.509,0.0,0.0156,0.376,0.007
0.094,0.077,0.304,0.522,0.094,0.077,0.304,0.522,0.0,0.076,0.4053,0.0002
0.088,0.082,0.305,0.555,0.088,0.082,0.305,0.555,0.0,0.1583,0.3588,0.0
0.081,0.09,0.299,0.542,0.081,0.09,0.299,0.542,0.0,0.2831,0.3288,0.0
0.076,0.094,0.288,0.554,0.076,0.094,0.288,0.554,0.0,0.4226,0.2377,0.0
0.073,0.1,0.262,0.577,0.073,0.1,0.262,0.577,0.0,0.5467,0.1679,0.0
0.071,0.106,0.235,0.576,0.071,0.106,0.235,0.576,0.0,0.6375,0.0897,0.0
0.066,0.114,0.213,0.553,0.066,0.114,0.213,0.553,0.0045,0.6631,0.0323,0.0
0.066,0.122,0.204,0.542,0.066,0.122,0.204,0.542,0.0151,0.6113,0.0054,0.0
0.066,0.13,0.209,0.579,0.066,0.13,0.209,0.579,0.0783,0.5779,0.0001,0.0
0.068,0.134,0.213,0.626,0.068,0.134,0.213,0.626,0.1791,0.5,0.0,0.0
0.068,0.133,0.217,0.654,0.068,0.133,0.217,0.654,0.2766,0.3928,0.0,0.0
0.069,0.134,0.226,0.678,0.069,0.134,0.226,0.678,0.3377,0.2787,0.0,0.0
0.079,0.127,0.253,0.722,0.079,0.127,0.253,0.722,0.3607,0.1974,0.0,0.0
0.09,0.115,0.267,0.716,0.09,0.115,0.267,0.716,0.3659,0.1442,0.0,0.0
0.102,0.101,0.269,0.685,0.102,0.101,0.269,0.685,0.3149,0.0724,0.0,0.0
0.107,0.092,0.279,0.658,0.107,0.092,0.279,0.658,0.2708,0.0179,0.0,0.0038
0.117,0.089,0.287,0.644,0.117,0.089,0.287,0.644,0.2451,0.0016,0.0,0.0275
0.133,0.086,0.294,0.649,0.133,0.086,0.294,0.649,0.1728,0.0,0.0,0.0605
0.142,0.087,0.295,0.648,0.142,0.087,0.295,0.648,0.0809,0.0,0.0,0.0882
0.16,0.085,0.298,0.658,0.16,0.085,0.298,0.658,0.0175,0.0,0.0133,0.1167
0.191,0.08,0.318,0.671,0.191,0.08,0.318,0.671,0.001,0.0,0.0787,0.1272
0.23,0.075,0.359,0.662,0.23,0.075,0.359,0.662,0.0,0.0,0.1857,0.1066
0.274,0.069,0.399,0.64,0.274,0.069,0.399,0.64,0.0,0.0005,0.3038,0.0501
0.345,0.06,0.427,0.623,0.345,0.06,0.427,0.623,0.0,0.0177,0.3893,0.009
0.424,0.053,0.457,0.61,0.424,0.053,0.457,0.61,0.0,0.0823,0.432,0.0002
0.478,0.053,0.471,0.612,0.478,0.053,0.471,0.612,0.0,0.1661,0.4138,0.0
0.473,0.059,0.47,0.616,0.473,0.059,0.47,0.616,0.0,0.2489,0.4035,0.0
0.487,0.065,0.462,0.601,0.487,0.065,0.462,0.601,0.0,0.3526,0.3285,0.0
0.505,0.073,0.425,0.585,0.505,0.073,0.425,0.585,0.0,0.4469,0.2444,0.0
0.548,0.083,0.379,0.574,0.548,0.083,0.379,0.574,0.0,0.5069,0.1656,0.0
0.547,0.09,0.34,0.554,0.547,0.09,0.34,0.554,0.001,0.5054,0.0702,0.0
0.573,0.097,0.324,0.533,0.573,0.097,0.324,0.533,0.0032,0.517,0.0118,0.0
0.587,0.101,0.322,0.52,0.587,0.101,0.322,0.52,0.0225,0.5207,0.0002,0.0
0.579,0.106,0.323,0.508,0.579,0.106,0.323,0.508,0.074,0.4997,0.0,0.0
0.565,0.107,0.325,0.485,0.565,0.107,0.325,0.485,0.1354,0.4648,0.0,0.0
0.58,0.107,0.327,0.458,0.58,0.107,0.327,0.458,0.1751,0.3671,0.0,0.0
0.698,0.107,0.317,0.421,0.698,0.107,0.317,0.421,0.2396,0.2888,0.0,0.0
0.748,0.108,0.303,0.381,0.748,0.108,0.303,0.381,0.3143,0.1788,0.0,0.0
0.774,0.112,0.291,0.345,0.774,0.112,0.291,0.345,0.3237,0.0739,0.0,0.0
0.781,0.125,0.286,0.316,0.781,0.125,0.286,0.316,0.2963,0.0166,0.0,0.0027
0.8,0.142,0.272,0.305,0.8,0.142,0.272,0.305,0.2696,0.0014,0.0,0.016
0.781,0.156,0.257,0.286,0.781,0.156,0.257,0.286,0.2164,0.0,0.0,0.0342
0.763,0.168,0.243,0.272,0.763,0.168,0.243,0.272,0.1089,0.0,0.0,0.0379
0.708,0.173,0.227,0.278,0.708,0.173,0.227,0.278,0.0269,0.0,0.0193,0.0347
0.634,0.18,0.22,0.301,0.634,0.18,0.22,0.301,0.0025,0.0,0.0984,0.0313
0.631,0.187,0.235,0.314,0.631,0.187,0.235,0.314,0.0,0.0,0.2199,0.0216
0.594,0.197,0.253,0.332,0.594,0.197,0.253,0.332,0.0,0.0003,0.3462,0.0096
0.555,0.211,0.258,0.351,0.555,0.211,0.258,0.351,0.0,0.01,0.4232,0.0017
0.49,0.221,0.257,0.378,0.49,0.221,0.257,0.378,0.0,0.036,0.4398,0.0001
0.399,0.22,0.248,0.344,0.399,0.22,0.248,0.344,0.0,0.0885,0.4114,0.0
0.348,0.231,0.229,0.35,0.348,0.231,0.229,0.35,0.0,0.1491,0.4052,0.0
0.3,0.243,0.204,0.371,0.3,0.243,0.204,0.371,0.0,0.2056,0.3514,0.0
0.262,0.251,0.166,0.382,0.262,0.251,0.166,0.382,0.0,0.2636,0.2773,0.0
0.238,0.253,0.12,0.4,0.238,0.253,0.12,0.4,0.0,0.3101,0.169,0.0
0.208,0.254,0.09,0.464,0.208,0.254,0.09,0.464,0.005,0.346,0.0672,0.0
0.184,0.251,0.072,0.495,0.184,0.251,0.072,0.495,0.0167,0.4279,0.0109,0.0
0.166,0.243,0.062,0.502,0.166,0.243,0.062,0.502,0.0712,0.4057,0.0001,0.0
0.161,0.23,0.059,0.471,0.161,0.23,0.059,0.471,0.1495,0.3469,0.0,0.0
0.175,0.22,0.059,0.519,0.175,0.22,0.059,0.519,0.2424,0.2887,0.0,0.0
0.189,0.216,0.058,0.496,0.189,0.216,0.058,0.496,0.3322,0.2677,0.0,0.0
0.213,0.21,0.062,0.487,0.213,0.21,0.062,0.487,0.347,0.2187,0.0,0.0
0.209,0.196,0.06,0.494,0.209,0.196,0.06,0.494,0.3374,0.1498,0.0,0.0
0.206,0.173,0.059,0.507,0.206,0.173,0.059,0.507,0.3118,0.0676,0.0,0.0
0.197,0.157,0.057,0.515,0.197,0.157,0.057,0.515,0.2729,0.0164,0.0,0.0039
0.169,0.15,0.059,0.53,0.169,0.15,0.059,0.53,0.2412,0.0016,0.0,0.0258
0.129,0.147,0.059,0.552,0.129,0.147,0.059,0.552,0.1545,0.0,0.0,0.0586
0.111,0.153,0.059,0.565,0.111,0.153,0.059,0.565,0.0795,0.0,0.0,0.0788
0.107,0.157,0.053,0.58,0.107,0.157,0.053,0.58,0.0218,0.0,0.0195,0.0796
0.115,0.162,0.051,0.595,0.115,0.162,0.051,0.595,0.002,0.0,0.1048,0.0751
0.136,0.16,0.052,0.59,0.136,0.16,0.052,0.59,0.0,0.0,0.2252,0.0564
0.163,0.16,0.063,0.585,0.163,0.16,0.063,0.585,0.0,0.0002,0.3473,0.0269
0.185,0.16,0.072,0.579,0.185,0.16,0.072,0.579,0.0,0.0166,0.4423,0.005
0.218,0.165,0.077,0.574,0.218,0.165,0.077,0.574,0.0,0.0813,0.4906,0.0001
0.278,0.166,0.079,0.561,0.278,0.166,0.079,0.561,0.0,0.1828,0.4692,0.0
0.337,0.171,0.078,0.556,0.337,0.171,0.078,0.556,0.0,0.3282,0.4208,0.0
0.395,0.18,0.079,0.597,0.395,0.18,0.079,0.597,0.0,0.4603,0.3539,0.0
0.467,0.19,0.079,0.601,0.467,0.19,0.079,0.601,0.0,0.5537,0.2644,0.0
0.536,0.197,0.078,0.579,0.536,0.197,0.078,0.579,0.0,0.5827,0.1599,0.0
0.595,0.205,0.081,0.534,0.595,0.205,0.081,0.534,0.0,0.6149,0.0608,0.0
0.605,0.209,0.082,0.492,0.605,0.209,0.082,0.492,0.0056,0.6249,0.0092,0.0
0.663,0.21,0.083,0.453,0.663,0.21,0.083,0.453,0.0285,0.6354,0.0,0.0
0.726,0.21,0.085,0.422,0.726,0.21,0.085,0.422,0.0653,0.5461,0.0,0.0
0.726,0.204,0.089,0.374,0.726,0.204,0.089,0.374,0.0881,0.4683,0.0,0.0
0.792,0.193,0.092,0.329,0.792,0.193,0.092,0.329,0.1206,0.3742,0.0,0.0
0.813,0.177,0.107,0.294,0.813,0.177,0.107,0.294,0.1533,0.2602,0.0,0.0
0.809,0.166,0.109,0.258,0.809,0.166,0.109,0.258,0.182,0.1574,0.0,0.0
0.818,0.159,0.107,0.231,0.818,0.159,0.107,0.231,0.1747,0.069,0.0,0.0
0.862,0.165,0.102,0.203,0.862,0.165,0.102,0.203,0.1579,0.0158,0.0,0.0015
0.824,0.18,0.106,0.182,0.824,0.18,0.106,0.182,0.1513,0.0013,0.0,0.0131
0.787,0.2,0.106,0.188,0.787,0.2,0.106,0.188,0.106,0.0,0.0,0.0357
0.768,0.229,0.105,0.194,0.768,0.229,0.105,0.194,0.0519,0.0,0.0,0.0523
0.733,0.251,0.094,0.2,0.733,0.251,0.094,0.2,0.0143,0.0,0.0158,0.0548
0.62,0.277,0.091,0.204,0.62,0.277,0.091,0.204,0.0016,0.0,0.0933,0.0521
0.556,0.302,0.093,0.215,0.556,0.302,0.093,0.215,0.0,0.0,0.2148,0.0376
0.575,0.321,0.107,0.239,0.575,0.321,0.107,0.239,0.0,0.0001,0.3544,0.0177
0.63,0.339,0.124,0.271,0.63,0.339,0.124,0.271,0.0,0.0057,0.4331,0.0035
0.656,0.358,0.139,0.303,0.656,0.358,0.139,0.303,0.0,0.0272,0.4595,0.0001
0.659,0.372,0.143,0.314,0.659,0.372,0.143,0.314,0.0,0.0653,0.4844,0.0
0.637,0.389,0.139,0.339,0.637,0.389,0.139,0.339,0.0,0.1041,0.4617,0.0
0.61,0.396,0.134,0.365,0.61,0.396,0.134,0.365,0.0,0.154,0.3858,0.0
0.54,0.395,0.134,0.379,0.54,0.395,0.134,0.379,0.0,0.2055,0.2965,0.0
0.462,0.386,0.124,0.387,0.462,0.386,0.124,0.387,0.0,0.2346,0.1803,0.0
0.482,0.375,0.119,0.411,0.482,0.375,0.119,0.411,0.0015,0.2623,0.0663,0.0
0.493,0.372,0.114,0.426,0.493,0.372,0.114,0.426,0.0048,0.2926,0.0097,0.0
0.425,0.372,0.115,0.437,0.425,0.372,0.115,0.437,0.0177,0.338,0.0,0.0
0.396,0.366,0.116,0.45,0.396,0.366,0.116,0.45,0.0409,0.3771,0.0,0.0
0.415,0.348,0.112,0.472,0.415,0.348,0.112,0.472,0.0754,0.4144,0.0,0.0
0.486,0.323,0.109,0.503,0.486,0.323,0.109,0.503,0.0969,0.3453,0.0,0.0
0.563,0.284,0.128,0.531,0.563,0.284,0.128,0.531,0.119,0.2577,0.0,0.0
0.615,0.247,0.125,0.544,0.615,0.247,0.125,0.544,0.1234,0.1779,0.0,0.0
0.614,0.209,0.121,0.562,0.614,0.209,0.121,0.562,0.1727,0.0926,0.0,0.0
0.629,0.182,0.119,0.571,0.629,0.182,0.119,0.571,0.1979,0.024,0.0,0.0061
0.64,0.165,0.13,0.574,0.64,0.165,0.13,0.574,0.1898,0.0021,0.0,0.038
0.6,0.156,0.139,0.578,0.6,0.156,0.139,0.578,0.1362,0.0,0.0,0.0859
0.67,0.145,0.143,0.563,0.67,0.145,0.143,0.563,0.0652,0.0,0.0,0.1321
0.665,0.14,0.137,0.562,0.665,0.14,0.137,0.562,0.0172,0.0,0.0174,0.1293
0.674,0.134,0.14,0.563,0.674,0.134,0.14,0.563,0.0018,0.0,0.0941,0.1091
0.707,0.125,0.15,0.565,0.707,0.125,0.15,0.565,0.0,0.0,0.2156,0.0718
0.69,0.116,0.179,0.563,0.69,0.116,0.179,0.563,0.0,0.0003,0.3435,0.0309
0.705,0.112,0.205,0.56,0.705,0.112,0.205,0.56,0.0,0.0148,0.4194,0.0056
0.68,0.109,0.226,0.562,0.68,0.109,0.226,0.562,0.0,0.084,0.4693,0.0001
0.611,0.107,0.233,0.564,0.611,0.107,0.233,0.564,0.0,0.1821,0.4923,0.0
0.603,0.111,0.24,0.571,0.603,0.111,0.24,0.571,0.0,0.2833,0.4883,0.0
0.605,0.119,0.252,0.577,0.605,0.119,0.252,0.577,0.0,0.3605,0.4199,0.0
0.593,0.128,0.266,0.578,0.593,0.128,0.266,0.578,0.0,0.4535,0.3188,0.0
0.582,0.14,0.265,0.582,0.582,0.14,0.265,0.582,0.0,0.5331,0.1849,0.0
0.566,0.156,0.27,0.583,0.566,0.156,0.27,0.583,0.0008,0.6039,0.0671,0.0
0.579,0.168,0.25,0.577,0.579,0.168,0.25,0.577,0.0203,0.6486,0.01,0.0
0.579,0.169,0.248,0.571,0.579,0.169,0.248,0.571,0.0951,0.6633,0.0,0.0
0.574,0.16,0.251,0.58,0.574,0.16,0.251,0.58,0.1889,0.6458,0.0,0.0
0.588,0.139,0.25,0.566,0.588,0.139,0.25,0.566,0.2547,0.5775,0.0,0.0
0.578,0.125,0.248,0.537,0.578,0.125,0.248,0.537,0.3188,0.4494,0.0,0.0
0.569,0.113,0.26,0.499,0.569,0.113,0.26,0.499,0.3438,0.3289,0.0,0.0
0.563,0.102,0.248,0.468,0.563,0.102,0.248,0.468,0.3131,0.2098,0.0,0.0
0.546,0.1,0.231,0.448,0.546,0.1,0.231,0.448,0.2412,0.0879,0.0,0.0
0.543,0.107,0.215,0.435,0.543,0.107,0.215,0.435,0.168,0.0181,0.0,0.005
0.539,0.121,0.213,0.425,0.539,0.121,0.213,0.425,0.1076,0.0013,0.0,0.0416
0.559,0.139,0.216,0.428,0.559,0.139,0.216,0.428,0.0569,0.0,0.0,0.1074
0.583,0.177,0.212,0.436,0.583,0.177,0.212,0.436,0.0263,0.0,0.0,0.1665
0.627,0.191,0.187,0.461,0.627,0.191,0.187,0.461,0.0072,0.0,0.017,0.1855
0.677,0.199,0.179,0.487,0.677,0.199,0.179,0.487,0.0007,0.0,0.0863,0.1529
0.719,0.205,0.184,0.504,0.719,0.205,0.184,0.504,0.0,0.0,0.1934,0.1088
0.76,0.218,0.201,0.521,0.76,0.218,0.201,0.521,0.0,0.0001,0.309,0.0446
0.75,0.225,0.212,0.549,0.75,0.225,0.212,0.549,0.0,0.0183,0.3985,0.0071
0.737,0.226,0.217,0.568,0.737,0.226,0.217,0.568,0.0,0.086,0.4583,0.0001
0.825,0.212,0.209,0.562,0.825,0.212,0.209,0.562,0.0,0.1951,0.483,0.0001
0.925,0.217,0.196,0.539,0.925,0.217,0.196,0.539,0.0,0.3343,0.4669,0.0001
0.939,0.229,0.181,0.543,0.939,0.229,0.181,0.543,0.0,0.4765,0.4,0.0
0.94,0.258,0.168,0.571,0.94,0.258,0.168,0.571,0.0,0.5964,0.2889,0.0
0.934,0.275,0.155,0.597,0.934,0.275,0.155,0.597,0.0,0.6893,0.163,0.0
0.874,0.285,0.148,0.573,0.874,0.285,0.148,0.573,0.0001,0.7495,0.0536,0.0
0.862,0.297,0.146,0.598,0.862,0.297,0.146,0.598,0.019,0.7682,0.007,0.0
0.9,0.308,0.151,0.615,0.9,0.308,0.151,0.615,0.0808,0.7473,0.0,0.0
0.911,0.313,0.155,0.615,0.911,0.313,0.155,0.615,0.1818,0.7008,0.0,0.0
0.914,0.312,0.157,0.599,0.914,0.312,0.157,0.599,0.2823,0.6165,0.0,0.0
0.91,0.295,0.157,0.632,0.91,0.295,0.157,0.632,0.3712,0.4983,0.0,0.0
0.893,0.268,0.162,0.668,0.893,0.268,0.162,0.668,0.4071,0.3576,0.0,0.0
0.927,0.253,0.158,0.719,0.927,0.253,0.158,0.719,0.403,0.2207,0.0,0.0
0.95,0.245,0.153,0.721,0.95,0.245,0.153,0.721,0.3587,0.1016,0.0,0.0
0.927,0.248,0.153,0.73,0.927,0.248,0.153,0.73,0.3279,0.0249,0.0,0.0018
0.919,0.252,0.158,0.765,0.919,0.252,0.158,0.765,0.265,0.0022,0.0,0.0132
0.901,0.253,0.166,0.814,0.901,0.253,0.166,0.814,0.1857,0.0,0.0,0.0297
0.855,0.265,0.171,0.805,0.855,0.265,0.171,0.805,0.1045,0.0,0.0,0.0488
0.784,0.263,0.172,0.792,0.784,0.263,0.172,0.792,0.032,0.0,0.014,0.0585
0.77,0.257,0.175,0.771,0.77,0.257,0.175,0.771,0.0037,0.0,0.0903,0.0452
0.789,0.248,0.186,0.728,0.789,0.248,0.186,0.728,0.0,0.0,0.2091,0.0245
0.753,0.252,0.206,0.65,0.753,0.252,0.206,0.65,0.0,0.0007,0.3449,0.0095
0.769,0.257,0.221,0.555,0.769,0.257,0.221,0.555,0.0,0.0195,0.4459,0.0017
0.717,0.256,0.229,0.459,0.717,0.256,0.229,0.459,0.0,0.083,0.5042,0.0001
0.711,0.246,0.231,0.388,0.711,0.246,0.231,0.388,0.0,0.1738,0.515,0.0
0.694,0.248,0.231,0.337,0.694,0.248,0.231,0.337,0.0,0.2909,0.4706,0.0
0.693,0.258,0.228,0.312,0.693,0.258,0.228,0.312,0.0,0.3888,0.4121,0.0
0.688,0.283,0.211,0.305,0.688,0.283,0.211,0.305,0.0,0.4666,0.3142,0.0
0.664,0.314,0.18,0.306,0.664,0.314,0.18,0.306,0.0,0.5002,0.1789,0.0
0.641,0.344,0.161,0.315,0.641,0.344,0.161,0.315,0.0003,0.5057,0.06,0.0
0.651,0.341,0.155,0.321,0.651,0.341,0.155,0.321,0.0425,0.5242,0.0081,0.0
0.662,0.322,0.15,0.335,0.662,0.322,0.15,0.335,0.1236,0.5007,0.0,0.0
0.717,0.298,0.147,0.351,0.717,0.298,0.147,0.351,0.2091,0.4486,0.0,0.0
0.752,0.282,0.142,0.371,0.752,0.282,0.142,0.371,0.2727,0.3991,0.0,0.0
0.75,0.265,0.135,0.39,0.75,0.265,0.135,0.39,0.2572,0.3615,0.0,0.0
0.747,0.237,0.137,0.405,0.747,0.237,0.137,0.405,0.2995,0.2421,0.0,0.0
0.715,0.215,0.135,0.406,0.715,0.215,0.135,0.406,0.2983,0.1546,0.0,0.0
0.78,0.196,0.133,0.411,0.78,0.196,0.133,0.411,0.1995,0.0708,0.0,0.0
0.745,0.18,0.135,0.432,0.745,0.18,0.135,0.432,0.1828,0.0161,0.0,0.0069
0.712,0.167,0.144,0.459,0.712,0.167,0.144,0.459,0.1056,0.0013,0.0,0.0565
0.649,0.155,0.148,0.499,0.649,0.155,0.148,0.499,0.0844,0.0,0.0,0.1288
0.58,0.162,0.148,0.528,0.58,0.162,0.148,0.528,0.0528,0.0,0.0,0.1692
0.526,0.149,0.139,0.562,0.526,0.149,0.139,0.562,0.018,0.0,0.0116,0.1685
0.491,0.138,0.138,0.602,0.491,0.138,0.138,0.602,0.0026,0.0,0.0743,0.1357
0.467,0.133,0.141,0.621,0.467,0.133,0.141,0.621,0.0,0.0,0.1763,0.0804
0.415,0.132,0.16,0.624,0.415,0.132,0.16,0.624,0.0,0.0002,0.2772,0.0313
0.401,0.123,0.172,0.611,0.401,0.123,0.172,0.611,0.0,0.0164,0.3905,0.0062
0.378,0.113,0.175,0.59,0.378,0.113,0.175,0.59,0.0,0.0633,0.4743,0.0004
0.368,0.107,0.171,0.572,0.368,0.107,0.171,0.572,0.0,0.1279,0.5067,0.0
0.363,0.108,0.166,0.553,0.363,0.108,0.166,0.553,0.0,0.1931,0.4822,0.0
0.344,0.11,0.161,0.528,0.344,0.11,0.161,0.528,0.0,0.2411,0.4172,0.0
0.289,0.111,0.158,0.496,0.289,0.111,0.158,0.496,0.0,0.2422,0.3088,0.0
0.281,0.112,0.148,0.465,0.281,0.112,0.148,0.465,0.0,0.2107,0.1691,0.0
0.25,0.116,0.149,0.408,0.25,0.116,0.149,0.408,0.0021,0.2367,0.0547,0.0
