"P_S1","P_S2","P_S3","P_S4"
29534.0,22159.0,26716.0,41926.0
28821.0,24572.0,26421.0,40531.0
28007.0,26893.0,26282.0,37932.0
26802.0,28337.0,26668.0,35504.0
25750.0,28632.0,27829.0,32744.0
24733.0,28199.0,29532.0,29994.0
25054.0,27538.0,30253.0,27187.0
27252.0,26434.0,30499.0,26323.0
29741.0,25650.0,30866.0,25303.0
33647.0,25753.0,29772.0,23913.0
36220.0,27424.0,27458.0,22727.0
36591.0,29556.0,24621.0,22017.0
36660.0,30382.0,22363.0,22009.0
36466.0,30282.0,21222.0,23505.0
35874.0,29890.0,20325.0,25572.0
35492.0,29795.0,19745.0,28454.0
35418.0,28151.0,19480.0,31972.0
36559.0,25130.0,19700.0,34313.0
39540.0,22672.0,20192.0,35665.0
40874.0,21694.0,21937.0,36799.0
38474.0,21001.0,24631.0,36838.0
35584.0,20051.0,27057.0,36588.0
32943.0,19352.0,28417.0,37423.0
30319.0,18669.0,29088.0,40877.0
27775.0,19626.0,29453.0,42164.0
27013.0,21504.0,29051.0,40557.0
26174.0,24358.0,28582.0,38611.0
24757.0,27055.0,28545.0,36351.0
23731.0,28886.0,29293.0,33263.0
22812.0,29583.0,30224.0,30030.0
22820.0,29759.0,30456.0,26565.0
23886.0,28689.0,30454.0,25953.0
25026.0,27385.0,30799.0,25770.0
27517.0,27045.0,29546.0,24953.0
30028.0,27565.0,27154.0,24336.0
31439.0,28600.0,24211.0,24034.0
32111.0,28933.0,22024.0,25855.0
32744.0,29193.0,21053.0,32208.0
33043.0,28839.0,20391.0,39573.0
33949.0,29189.0,19924.0,41445.0
34960.0,28169.0,19796.0,42196.0
36054.0,24240.0,20474.0,42329.0
39089.0,21476.0,21909.0,42546.0
41486.0,21052.0,24400.0,42791.0
40311.0,20838.0,27354.0,42668.0
37756.0,20446.0,29783.0,42722.0
34736.0,20241.0,31227.0,43730.0
31290.0,21198.0,31776.0,47519.0
27847.0,25959.0,31772.0,48219.0
27483.0,30978.0,30895.0,47373.0
27525.0,32661.0,30262.0,45584.0
26962.0,32687.0,30247.0,42910.0
26265.0,32640.0,31454.0,38990.0
25801.0,33083.0,33053.0,34784.0
27432.0,33091.0,33224.0,30744.0
33473.0,32683.0,32772.0,29435.0
38855.0,33020.0,33218.0,28803.0
40161.0,33721.0,31271.0,27631.0
40637.0,35583.0,28142.0,26649.0
40491.0,36327.0,24440.0,26131.0
40182.0,36146.0,22119.0,27430.0
39941.0,35214.0,21284.0,33280.0
39398.0,33755.0,20625.0,40057.0
39212.0,32620.0,20293.0,41291.0
39411.0,29130.0,20405.0,41418.0
41594.0,24727.0,21874.0,40973.0
44736.0,22214.0,26005.0,40672.0
48003.0,21842.0,30923.0,40128.0
46549.0,21516.0,33321.0,39964.0
43320.0,21215.0,34192.0,40162.0
39237.0,20788.0,33909.0,40915.0
34581.0,21577.0,33774.0,45118.0
30523.0,26466.0,33762.0,46652.0
29884.0,32427.0,33190.0,45237.0
29827.0,34589.0,32933.0,43110.0
29157.0,35452.0,33294.0,40192.0
28564.0,35262.0,34475.0,36161.0
28065.0,35129.0,35816.0,31921.0
29449.0,34477.0,36292.0,27734.0
35093.0,33274.0,36304.0,26663.0
40395.0,32272.0,36782.0,25832.0
41414.0,31748.0,34176.0,24683.0
41429.0,33079.0,30224.0,23750.0
40376.0,34054.0,25942.0,23292.0
39802.0,34040.0,23258.0,24811.0
39394.0,33410.0,22265.0,30649.0
38893.0,32615.0,21717.0,37549.0
38791.0,31978.0,21410.0,38787.0
39293.0,29901.0,21484.0,38566.0
41642.0,25680.0,22894.0,38386.0
44511.0,23003.0,26722.0,38344.0
47738.0,22809.0,31594.0,39021.0
46222.0,22379.0,33878.0,39384.0
43040.0,22015.0,34124.0,40031.0
38880.0,21754.0,33786.0,41647.0
34135.0,22450.0,33726.0,46093.0
30020.0,27105.0,34131.0,47213.0
29314.0,32338.0,33750.0,46429.0
29091.0,33429.0,33584.0,44460.0
28410.0,33563.0,33831.0,41862.0
27823.0,33286.0,35096.0,38002.0
27314.0,33333.0,36268.0,34089.0
28845.0,32948.0,36477.0,30068.0
34639.0,32273.0,36552.0,28824.0
39946.0,31824.0,36790.0,28027.0
40813.0,31917.0,34156.0,26803.0
40776.0,33416.0,30022.0,25767.0
39952.0,34304.0,25899.0,25254.0
39589.0,34459.0,23219.0,26808.0
39482.0,34425.0,22181.0,32461.0
39100.0,33714.0,21534.0,39270.0
39103.0,33441.0,21272.0,40966.0
39680.0,31825.0,21297.0,41436.0
42062.0,27683.0,22737.0,41588.0
44860.0,24681.0,26957.0,41631.0
48049.0,23996.0,32420.0,41502.0
47237.0,23578.0,34433.0,41250.0
44073.0,23078.0,34668.0,40888.0
40010.0,22512.0,34242.0,41637.0
35519.0,23122.0,34193.0,45522.0
31424.0,27594.0,34473.0,46083.0
30678.0,32666.0,34176.0,44913.0
30223.0,33899.0,34215.0,42949.0
29228.0,33549.0,34542.0,40272.0
28538.0,32855.0,36069.0,36350.0
28044.0,32616.0,37177.0,32260.0
29479.0,32245.0,37330.0,28339.0
35062.0,31595.0,36992.0,27182.0
40018.0,31185.0,36801.0,26435.0
41058.0,31372.0,34188.0,25354.0
41437.0,32917.0,30092.0,24339.0
41003.0,33929.0,25837.0,24023.0
40643.0,34327.0,23093.0,25584.0
40483.0,34174.0,22235.0,31186.0
40109.0,33369.0,21683.0,38048.0
40205.0,32755.0,21280.0,39311.0
40617.0,31009.0,21353.0,39243.0
42511.0,26923.0,22644.0,38446.0
44598.0,24016.0,26741.0,38018.0
47365.0,23184.0,32381.0,38072.0
45767.0,22701.0,34526.0,38045.0
43023.0,22268.0,34888.0,38028.0
38778.0,21861.0,34584.0,38972.0
34440.0,22538.0,34466.0,43138.0
30385.0,26893.0,34330.0,44158.0
29503.0,32569.0,34009.0,42855.0
29053.0,34667.0,33277.0,40677.0
28165.0,35022.0,33043.0,38083.0
27334.0,34838.0,34098.0,34699.0
26758.0,34271.0,35099.0,31111.0
27909.0,33677.0,35101.0,27871.0
33219.0,32499.0,34921.0,26758.0
38867.0,31863.0,35179.0,25506.0
40136.0,31379.0,32815.0,23994.0
39846.0,32045.0,29306.0,22877.0
38481.0,32419.0,25570.0,22221.0
37505.0,32015.0,22735.0,22690.0
36666.0,31374.0,21676.0,24960.0
35642.0,30418.0,20945.0,28195.0
35321.0,29835.0,20330.0,31680.0
35370.0,28844.0,20053.0,34443.0
37250.0,25627.0,20582.0,35502.0
40045.0,22750.0,22185.0,35762.0
43290.0,21625.0,25134.0,35732.0
41791.0,20616.0,28393.0,35345.0
38735.0,20019.0,29969.0,35144.0
35170.0,19127.0,30090.0,36181.0
31607.0,18809.0,29782.0,39595.0
28442.0,20416.0,29379.0,41352.0
27549.0,22695.0,28457.0,40091.0
26696.0,24753.0,27573.0,37506.0
25489.0,26158.0,27178.0,35159.0
24457.0,26230.0,28244.0,32397.0
23725.0,25871.0,30019.0,29722.0
23980.0,25175.0,30923.0,26960.0
26057.0,24202.0,31520.0,25949.0
28509.0,23383.0,32560.0,24814.0
31623.0,23243.0,30850.0,23224.0
33375.0,24229.0,28308.0,22069.0
33210.0,26086.0,25173.0,21078.0
32362.0,26986.0,22767.0,21149.0
31313.0,27328.0,21608.0,22597.0
30022.0,26988.0,20808.0,24630.0
29364.0,27053.0,20175.0,27362.0
29615.0,26887.0,19971.0,30628.0
31421.0,24439.0,20300.0,32728.0
34786.0,21877.0,20901.0,33864.0
38643.0,20890.0,22523.0,34820.0
37586.0,20133.0,24930.0,35163.0
34929.0,19588.0,26555.0,35685.0
32271.0,18784.0,27084.0,37390.0
29650.0,18396.0,26874.0,41875.0
26999.0,19388.0,26667.0,43327.0
26526.0,20589.0,25653.0,42251.0
25739.0,22269.0,24975.0,40267.0
24411.0,23930.0,25398.0,38120.0
23323.0,24867.0,27331.0,35223.0
22481.0,25185.0,29577.0,32080.0
22458.0,25125.0,30897.0,28523.0
23626.0,24367.0,32160.0,27287.0
25095.0,23741.0,33483.0,26571.0
28046.0,23762.0,31332.0,25380.0
31118.0,25160.0,28000.0,24349.0
32706.0,26983.0,24374.0,23829.0
33737.0,28281.0,22017.0,25324.0
34629.0,28996.0,21458.0,31070.0
34357.0,28973.0,21070.0,38006.0
33607.0,29003.0,20896.0,39948.0
33702.0,28244.0,21091.0,40358.0
34973.0,24830.0,22761.0,40045.0
37546.0,22289.0,27495.0,39615.0
40844.0,21606.0,33088.0,39182.0
40414.0,21173.0,34671.0,38803.0
38233.0,20851.0,34626.0,39044.0
35469.0,20451.0,34236.0,40013.0
32075.0,21341.0,34329.0,44794.0
28615.0,26071.0,34163.0,46034.0
28229.0,31437.0,33569.0,44827.0
28166.0,32825.0,33114.0,42552.0
27405.0,32833.0,33172.0,39429.0
26446.0,32683.0,35050.0,35570.0
25856.0,33148.0,36494.0,31162.0
27298.0,32967.0,36551.0,27068.0
32737.0,32705.0,36940.0,25937.0
37982.0,32579.0,37838.0,25173.0
39764.0,32582.0,34966.0,24070.0
40670.0,34090.0,30837.0,23161.0
41040.0,35150.0,26605.0,22738.0
41817.0,34814.0,24020.0,24369.0
42330.0,34197.0,23290.0,30284.0
41750.0,33243.0,22680.0,37177.0
41353.0,32295.0,22330.0,38985.0
41112.0,30441.0,22374.0,39325.0
42610.0,26589.0,23726.0,38647.0
44226.0,23963.0,28524.0,38117.0
46015.0,23143.0,34178.0,37763.0
44530.0,22650.0,35735.0,37592.0
41429.0,22317.0,35932.0,38097.0
37399.0,21786.0,35991.0,39844.0
33005.0,22623.0,36101.0,44827.0
29015.0,27155.0,35735.0,46252.0
28248.0,32079.0,35163.0,45413.0
28299.0,33504.0,34486.0,43570.0
27595.0,33577.0,34518.0,40662.0
26916.0,33372.0,36259.0,37065.0
26569.0,33693.0,37382.0,33032.0
28097.0,33812.0,37624.0,29096.0
33748.0,33343.0,38158.0,28024.0
39119.0,32966.0,38001.0,27346.0
39956.0,32935.0,35105.0,26257.0
39337.0,34234.0,30686.0,25363.0
38365.0,35042.0,26332.0,24935.0
38070.0,34741.0,23833.0,26415.0
37952.0,34161.0,22951.0,32304.0
37371.0,33457.0,22484.0,39174.0
37489.0,32653.0,22145.0,40301.0
38050.0,31010.0,22289.0,39823.0
40326.0,26892.0,23710.0,39172.0
42800.0,24196.0,28565.0,38549.0
46357.0,23469.0,34533.0,38359.0
46019.0,22978.0,35978.0,38631.0
43042.0,22564.0,36103.0,39166.0
39207.0,22033.0,35614.0,41113.0
34493.0,22897.0,35267.0,45828.0
30164.0,27474.0,34934.0,46860.0
29270.0,32824.0,34462.0,45641.0
28828.0,34355.0,33713.0,43472.0
27605.0,34289.0,33624.0,40236.0
26730.0,33667.0,35208.0,36265.0
26261.0,33341.0,36352.0,31756.0
27670.0,32775.0,36513.0,27567.0
33055.0,32032.0,37110.0,26386.0
38053.0,31323.0,37540.0,25612.0
38953.0,31316.0,34465.0,24446.0
38756.0,32579.0,30339.0,23559.0
38255.0,33548.0,26147.0,23233.0
38446.0,33598.0,23495.0,24817.0
38771.0,33429.0,22719.0,30915.0
39118.0,32815.0,22149.0,38300.0
39594.0,32138.0,21857.0,40386.0
40127.0,30592.0,21948.0,40689.0
42226.0,26762.0,23451.0,40886.0
44018.0,23856.0,28136.0,41195.0
46138.0,22999.0,33425.0,41270.0
45421.0,22384.0,34475.0,41215.0
42844.0,22032.0,34220.0,41512.0
39078.0,21486.0,33076.0,43074.0
34705.0,22302.0,32257.0,47033.0
30642.0,26651.0,31758.0,47583.0
29733.0,31901.0,31034.0,46521.0
29063.0,33329.0,30594.0,44633.0
27971.0,33249.0,30928.0,41998.0
26950.0,32571.0,32970.0,38422.0
26248.0,32222.0,34566.0,33752.0
27395.0,31915.0,35122.0,29590.0
32514.0,31421.0,35958.0,28087.0
37776.0,31260.0,36699.0,27170.0
38573.0,31627.0,33761.0,25909.0
38848.0,33126.0,29691.0,24980.0
38217.0,33755.0,25621.0,24706.0
37780.0,33846.0,23006.0,26244.0
37564.0,33664.0,22189.0,32130.0
37268.0,32828.0,21682.0,39085.0
37607.0,32064.0,21395.0,41266.0
38364.0,30590.0,21407.0,41401.0
40724.0,26782.0,22809.0,41088.0
42953.0,23947.0,27288.0,40815.0
45701.0,23106.0,32843.0,40514.0
44514.0,22550.0,33737.0,39688.0
41584.0,22100.0,33803.0,39744.0
38120.0,21595.0,32978.0,40690.0
33858.0,22332.0,32444.0,45060.0
30088.0,26681.0,31832.0,46333.0
29325.0,32103.0,31082.0,44871.0
28853.0,33987.0,30714.0,42465.0
27852.0,34231.0,30968.0,39857.0
27106.0,34040.0,32738.0,36538.0
26601.0,33998.0,33880.0,32980.0
28201.0,33845.0,34160.0,29865.0
33635.0,33639.0,34832.0,29001.0
39405.0,33651.0,34441.0,28235.0
40818.0,33717.0,31593.0,27030.0
41346.0,34847.0,28341.0,26037.0
41126.0,35456.0,24855.0,25298.0
40937.0,34855.0,22365.0,25825.0
40635.0,33828.0,21308.0,28126.0
39933.0,32596.0,20651.0,31471.0
39452.0,31852.0,19963.0,35146.0
39101.0,30092.0,19746.0,37834.0
40370.0,26812.0,20311.0,38787.0
41992.0,24175.0,22336.0,38812.0
44631.0,22910.0,25034.0,38594.0
43714.0,21898.0,28308.0,37847.0
40804.0,21413.0,29976.0,37445.0
37281.0,20773.0,29908.0,38151.0
33539.0,20634.0,29190.0,41652.0
30327.0,22291.0,28376.0,43176.0
29481.0,25445.0,27080.0,41933.0
28730.0,29064.0,25973.0,39560.0
27598.0,31427.0,25937.0,37409.0
26584.0,32076.0,27354.0,34883.0
25804.0,32006.0,29694.0,32622.0
26156.0,31492.0,30925.0,30084.0
28015.0,30582.0,32087.0,29234.0
30887.0,29624.0,32457.0,28264.0
34290.0,29322.0,30299.0,26930.0
36038.0,30108.0,27709.0,25931.0
36416.0,31496.0,24820.0,25027.0
36795.0,31735.0,22443.0,25034.0
36779.0,31117.0,21321.0,26378.0
36121.0,30130.0,20472.0,28392.0
35404.0,29643.0,19963.0,31560.0
35115.0,28458.0,19795.0,35216.0
36252.0,25520.0,20034.0,37440.0
38671.0,23152.0,21007.0,38616.0
41572.0,22089.0,22730.0,39442.0
41112.0,21313.0,25481.0,39410.0
38248.0,20578.0,27530.0,39300.0
35349.0,19720.0,28294.0,40571.0
32392.0,19322.0,28688.0,43873.0
29606.0,20282.0,29168.0,44889.0
28903.0,22097.0,28675.0,43681.0
28019.0,24784.0,28302.0,41942.0
26864.0,27349.0,28744.0,39574.0
25823.0,28884.0,30246.0,36420.0
25057.0,29382.0,31820.0,32949.0
25036.0,29583.0,32635.0,29043.0
25901.0,28989.0,33594.0,28165.0
27615.0,28381.0,33903.0,27590.0
30938.0,28423.0,31288.0,26486.0
34065.0,29499.0,28123.0,25598.0
35855.0,30604.0,24466.0,25159.0
36851.0,30822.0,22203.0,26813.0
37405.0,30744.0,21592.0,32850.0
36772.0,30113.0,21159.0,40193.0
36614.0,29562.0,20807.0,42552.0
36772.0,28269.0,20727.0,43449.0
37677.0,24711.0,22301.0,43561.0
39121.0,22380.0,27590.0,43562.0
41116.0,21770.0,33548.0,43424.0
40807.0,21385.0,35896.0,43487.0
38806.0,20870.0,36564.0,43531.0
35715.0,20452.0,36559.0,44425.0
32255.0,21420.0,36436.0,47417.0
28788.0,26083.0,36224.0,47807.0
28355.0,31755.0,35516.0,47593.0
28211.0,33624.0,34959.0,46120.0
27475.0,33671.0,34900.0,43104.0
26847.0,33146.0,36662.0,39275.0
26390.0,32923.0,37820.0,34772.0
27952.0,32843.0,37799.0,30480.0
33635.0,32557.0,38287.0,29276.0
39883.0,32334.0,37262.0,28488.0
42308.0,32519.0,34017.0,27313.0
43410.0,34050.0,29819.0,26461.0
43401.0,34954.0,25453.0,25963.0
43614.0,34962.0,23017.0,27454.0
43722.0,34413.0,22455.0,33261.0
43500.0,33225.0,21986.0,40258.0
43487.0,32370.0,21664.0,42117.0
43588.0,30776.0,21749.0,42323.0
45389.0,26779.0,23321.0,42320.0
46836.0,23954.0,28449.0,42708.0
48423.0,23056.0,34354.0,42862.0
47325.0,22483.0,36260.0,42721.0
44161.0,22080.0,36857.0,42730.0
39983.0,21792.0,36800.0,43754.0
35234.0,22510.0,36122.0,46543.0
31317.0,26976.0,35490.0,46480.0
30571.0,32295.0,34684.0,45939.0
30299.0,34183.0,34226.0,43950.0
29405.0,33923.0,34721.0,41234.0
28681.0,33066.0,36970.0,37339.0
28154.0,32989.0,38086.0,32819.0
29520.0,32819.0,38106.0,28656.0
34818.0,32483.0,38821.0,27412.0
40599.0,32104.0,38513.0,26433.0
42398.0,32289.0,35472.0,25220.0
42993.0,33748.0,31280.0,24101.0
42475.0,34593.0,26977.0,23619.0
41948.0,34438.0,24374.0,25202.0
41488.0,33989.0,23740.0,30976.0
40835.0,32899.0,23270.0,37876.0
40547.0,31941.0,22866.0,39547.0
40764.0,30291.0,22875.0,39771.0
42786.0,26201.0,24222.0,39654.0
44600.0,23335.0,29150.0,39507.0
47211.0,22375.0,34897.0,39670.0
46854.0,21660.0,36490.0,39798.0
43860.0,21169.0,36435.0,39824.0
39882.0,20784.0,36206.0,41313.0
35416.0,21513.0,36218.0,45471.0
31333.0,26043.0,36387.0,46445.0
30447.0,31589.0,36081.0,45414.0
30068.0,33829.0,35915.0,43209.0
29284.0,34405.0,36288.0,40390.0
28495.0,34278.0,38267.0,36477.0
28000.0,34035.0,39094.0,32277.0
29476.0,33834.0,39106.0,28284.0
34572.0,33460.0,39598.0,26929.0
40111.0,33039.0,38429.0,25824.0
41489.0,33148.0,34971.0,24561.0
41556.0,34696.0,30746.0,23333.0
40685.0,35289.0,26417.0,22773.0
40111.0,34719.0,23755.0,24259.0
39826.0,33785.0,23140.0,29718.0
39321.0,32958.0,22738.0,36555.0
39243.0,31872.0,22376.0,38604.0
39839.0,30268.0,22418.0,38789.0
42047.0,26310.0,23973.0,38701.0
44052.0,23514.0,29022.0,38910.0
46558.0,22564.0,34694.0,38965.0
46444.0,21979.0,35757.0,38958.0
43433.0,21485.0,35497.0,39005.0
39370.0,20921.0,34919.0,39849.0
34898.0,21637.0,34564.0,43805.0
30757.0,25863.0,34630.0,44892.0
29992.0,31062.0,34087.0,43882.0
29577.0,32700.0,33946.0,42024.0
28584.0,32637.0,34249.0,39434.0
27978.0,32038.0,36035.0,36047.0
27360.0,31866.0,37470.0,31902.0
28778.0,31529.0,38234.0,28062.0
34066.0,30950.0,39088.0,26825.0
40010.0,30781.0,38493.0,25863.0
41522.0,31136.0,35339.0,24293.0
42112.0,32873.0,31114.0,23374.0
42144.0,33845.0,27008.0,23105.0
41967.0,33832.0,24296.0,24714.0
41686.0,33230.0,23446.0,30246.0
41230.0,32399.0,22970.0,36984.0
40829.0,31544.0,22645.0,39103.0
40916.0,30209.0,22766.0,39087.0
42825.0,26420.0,24274.0,38563.0
44612.0,23539.0,29047.0,38571.0
46887.0,22582.0,34893.0,38246.0
46351.0,21953.0,36478.0,37820.0
43421.0,21301.0,36539.0,37733.0
39320.0,20722.0,35958.0,38585.0
34925.0,21542.0,35425.0,42218.0
31012.0,26062.0,34924.0,43149.0
30039.0,31143.0,34314.0,41731.0
29447.0,33160.0,33866.0,39406.0
28442.0,33497.0,33691.0,36860.0
27685.0,33515.0,35191.0,33683.0
27098.0,33390.0,36346.0,30327.0
28467.0,32756.0,36659.0,27226.0
33367.0,31787.0,37520.0,25975.0
39107.0,31020.0,36443.0,24480.0
40789.0,30919.0,33597.0,22765.0
42537.0,32058.0,30290.0,21525.0
40900.0,32991.0,26670.0,20661.0
39296.0,33082.0,23933.0,21141.0
38231.0,32702.0,22960.0,23374.0
36994.0,31808.0,22234.0,26429.0
36450.0,31315.0,21642.0,29765.0
36284.0,30085.0,21348.0,32060.0
38129.0,26802.0,21867.0,32849.0
40156.0,24131.0,23950.0,33044.0
42769.0,22957.0,26910.0,33141.0
42559.0,22145.0,29867.0,32800.0
39757.0,21432.0,31009.0,32696.0
36106.0,20632.0,30426.0,33647.0
32556.0,20544.0,29421.0,37137.0
29510.0,22334.0,28652.0,39068.0
28670.0,25260.0,27788.0,37920.0
27746.0,28534.0,27357.0,35525.0
26468.0,30438.0,27496.0,33687.0
25312.0,30912.0,29134.0,30982.0
24443.0,30942.0,31489.0,28626.0
24736.0,30666.0,32667.0,26106.0
26240.0,29925.0,34340.0,25156.0
28917.0,29108.0,33595.0,23775.0
31926.0,28596.0,31242.0,21978.0
33919.0,29198.0,28629.0,20601.0
34483.0,30394.0,25481.0,19810.0
34505.0,30574.0,23061.0,19928.0
34208.0,30043.0,22124.0,21544.0
33315.0,29301.0,21367.0,23605.0
32738.0,28841.0,20747.0,26435.0
32924.0,28230.0,20461.0,29317.0
34659.0,25588.0,20733.0,30519.0
37366.0,23006.0,21827.0,30909.0
39778.0,21665.0,23578.0,31536.0
40076.0,20737.0,26208.0,31545.0
37551.0,19896.0,28142.0,31800.0
34775.0,18952.0,28903.0,33577.0
32031.0,18322.0,29049.0,37577.0
29297.0,19087.0,29367.0,39216.0
28595.0,20821.0,28968.0,38120.0
27784.0,23533.0,28740.0,36348.0
26577.0,25482.0,29211.0,34487.0
25609.0,26502.0,30931.0,32054.0
24767.0,26708.0,32674.0,29039.0
24868.0,26766.0,33856.0,25989.0
25471.0,25817.0,35220.0,24907.0
27196.0,25108.0,34110.0,24192.0
29704.0,24963.0,31406.0,23030.0
31971.0,25600.0,28193.0,22237.0
32954.0,26984.0,24319.0,21860.0
33016.0,27819.0,21972.0,23294.0
32959.0,28467.0,21472.0,28058.0
32004.0,28785.0,21065.0,33573.0
31408.0,28726.0,20645.0,36885.0
31887.0,27603.0,20792.0,38060.0
33915.0,24331.0,22400.0,38487.0
36538.0,21762.0,27821.0,39164.0
39533.0,20985.0,33993.0,39611.0
40500.0,20562.0,36233.0,39308.0
38130.0,20276.0,37267.0,38955.0
34688.0,20073.0,37481.0,39530.0
31127.0,21029.0,37434.0,42628.0
27667.0,25748.0,37212.0,44107.0
27224.0,31471.0,36442.0,43479.0
26772.0,33855.0,35717.0,41683.0
25891.0,34459.0,35324.0,39269.0
25120.0,34396.0,36681.0,36036.0
24866.0,34390.0,37992.0,31907.0
26604.0,33973.0,38490.0,27925.0
31875.0,33034.0,39625.0,26210.0
37609.0,32231.0,38280.0,25020.0
39249.0,32029.0,34867.0,23343.0
39794.0,33402.0,30616.0,22024.0
39556.0,34581.0,26193.0,21429.0
39662.0,34518.0,23680.0,22647.0
39804.0,33813.0,23279.0,27261.0
39572.0,32993.0,22975.0,32215.0
39502.0,31887.0,22471.0,35693.0
39753.0,30042.0,22454.0,37246.0
41545.0,26135.0,23921.0,37418.0
43205.0,23487.0,29281.0,37523.0
44802.0,22595.0,35223.0,37658.0
44925.0,22203.0,36730.0,37636.0
42054.0,21758.0,36729.0,37727.0
38137.0,21466.0,36498.0,38695.0
33698.0,22433.0,36019.0,41958.0
29712.0,26734.0,35821.0,43227.0
29092.0,32231.0,34918.0,42590.0
28693.0,34090.0,34241.0,40592.0
27934.0,34354.0,34452.0,38132.0
27145.0,34155.0,36136.0,34710.0
26695.0,34228.0,37628.0,30834.0
28212.0,34055.0,38152.0,26931.0
33275.0,33582.0,39863.0,25299.0
38573.0,33041.0,38377.0,24122.0
39633.0,32854.0,35011.0,22559.0
39630.0,34073.0,30639.0,21502.0
39292.0,34570.0,26119.0,21027.0
39543.0,34415.0,23507.0,22416.0
39495.0,34136.0,22972.0,26937.0
39117.0,33208.0,22676.0,32138.0
38937.0,32365.0,22212.0,35305.0
39120.0,30840.0,22317.0,36176.0
41134.0,26783.0,23887.0,35473.0
42843.0,23986.0,29120.0,34735.0
44831.0,23127.0,34711.0,34518.0
45720.0,22494.0,35364.0,34693.0
43141.0,21996.0,34937.0,35372.0
39183.0,21602.0,34101.0,36628.0
34680.0,22393.0,33894.0,40572.0
30748.0,26761.0,33848.0,42132.0
29951.0,32061.0,33765.0,41193.0
29464.0,33737.0,33937.0,38933.0
28741.0,33710.0,34545.0,36616.0
28093.0,33133.0,36615.0,33434.0
27580.0,33099.0,37886.0,29865.0
29116.0,33067.0,38552.0,26450.0
34004.0,32694.0,39728.0,24780.0
38961.0,32672.0,37666.0,23509.0
39778.0,33130.0,34634.0,21773.0
39804.0,34701.0,30303.0,20635.0
39431.0,35337.0,25994.0,20257.0
39432.0,35001.0,23276.0,21408.0
39291.0,34308.0,22449.0,24991.0
38771.0,33328.0,21857.0,29012.0
38475.0,32503.0,21405.0,32434.0
38756.0,30968.0,21413.0,34697.0
40699.0,27094.0,22833.0,35296.0
42370.0,24157.0,28098.0,35066.0
44720.0,23237.0,33905.0,33939.0
45479.0,22635.0,35215.0,32493.0
42614.0,22166.0,34534.0,32325.0
38294.0,21653.0,33323.0,33398.0
33528.0,22465.0,32486.0,37366.0
29439.0,26786.0,32059.0,39057.0
28611.0,32006.0,31771.0,37692.0
28179.0,34062.0,31892.0,35532.0
27249.0,34444.0,32158.0,33264.0
26335.0,34157.0,34142.0,30853.0
25954.0,34211.0,35689.0,28287.0
27311.0,34061.0,36868.0,25470.0
32251.0,33445.0,38697.0,24371.0
38344.0,33169.0,37261.0,23111.0
39846.0,33435.0,33906.0,21649.0
40158.0,34612.0,29873.0,20699.0
39697.0,35325.0,25644.0,20036.0
38901.0,35032.0,23000.0,20411.0
37870.0,34533.0,22415.0,22232.0
36978.0,33427.0,21993.0,25047.0
36082.0,32929.0,21619.0,29040.0
35965.0,31186.0,21532.0,32612.0
37791.0,27216.0,23032.0,34771.0
39684.0,24264.0,28481.0,36142.0
42014.0,23264.0,34107.0,37129.0
43541.0,22635.0,35338.0,36678.0
40956.0,22074.0,34725.0,34498.0
37174.0,21657.0,33506.0,32417.0
33031.0,22262.0,33142.0,31767.0
29437.0,26605.0,33225.0,30445.0
28714.0,31818.0,32465.0,29236.0
28418.0,34298.0,32043.0,28384.0
27628.0,34966.0,32138.0,27719.0
27009.0,34828.0,33900.0,26416.0
26511.0,34722.0,35419.0,25214.0
27862.0,34487.0,36274.0,23396.0
32709.0,33982.0,38167.0,22560.0
38122.0,33721.0,36664.0,21618.0
39360.0,33520.0,33707.0,20211.0
39182.0,34165.0,30386.0,19039.0
38283.0,34309.0,26726.0,18313.0
38164.0,33523.0,24063.0,18372.0
37928.0,32700.0,23223.0,19329.0
37154.0,31408.0,22591.0,21037.0
36620.0,30588.0,21983.0,23681.0
36574.0,29665.0,21735.0,26811.0
38124.0,26729.0,22325.0,28894.0
39800.0,23874.0,24645.0,29743.0
41743.0,22345.0,27373.0,30100.0
42699.0,21360.0,30109.0,29562.0
40163.0,20720.0,30776.0,29046.0
36618.0,19997.0,29989.0,29607.0
32944.0,19776.0,29110.0,32158.0
29599.0,21782.0,28587.0,32948.0
28682.0,24444.0,27941.0,32015.0
27514.0,27045.0,27409.0,30671.0
25905.0,28135.0,27746.0,29207.0
24605.0,28004.0,29380.0,27517.0
23521.0,28000.0,32116.0,25596.0
23366.0,27396.0,33360.0,23568.0
24785.0,26293.0,34959.0,22960.0
27630.0,25550.0,33639.0,22191.0
30809.0,25433.0,31185.0,21028.0
32881.0,26404.0,28754.0,20185.0
33493.0,28102.0,25707.0,19624.0
33432.0,28797.0,23279.0,20009.0
33034.0,28794.0,22460.0,21358.0
32118.0,28294.0,21720.0,23331.0
31312.0,28244.0,20958.0,25997.0
31160.0,27787.0,20637.0,29361.0
32328.0,25279.0,21004.0,31697.0
34531.0,22871.0,22270.0,32696.0
36865.0,21465.0,23987.0,33083.0
37082.0,20459.0,26418.0,32786.0
34691.0,19638.0,27971.0,32798.0
32148.0,18905.0,28355.0,33483.0
29522.0,18283.0,28002.0,36507.0
26479.0,18968.0,28137.0,37496.0
25781.0,20689.0,27560.0,36421.0
