"P_S1","P_S2","P_S3","P_S4"
41291.0,24287.0,31258.0,37948.0
36774.0,25042.0,31157.0,40245.0
32843.0,29557.0,30990.0,43325.0
31969.0,35422.0,30172.0,42229.0
31514.0,36848.0,29524.0,39672.0
30861.0,36474.0,29387.0,36783.0
30013.0,35815.0,30075.0,33584.0
29305.0,35452.0,31283.0,30309.0
30457.0,35061.0,31574.0,27306.0
35991.0,34183.0,31364.0,25860.0
42800.0,33772.0,30570.0,24397.0
44531.0,33741.0,30613.0,22839.0
45177.0,35073.0,28263.0,21929.0
45037.0,36059.0,24927.0,21669.0
44552.0,36036.0,22286.0,22392.0
43844.0,35717.0,21084.0,24630.0
42969.0,35613.0,20389.0,27157.0
42744.0,34956.0,19974.0,30609.0
42826.0,31675.0,19663.0,32656.0
45121.0,28051.0,19419.0,32872.0
48967.0,25188.0,20860.0,32455.0
48342.0,24835.0,23469.0,32010.0
45942.0,24478.0,26198.0,31355.0
42888.0,23826.0,27627.0,31304.0
39234.0,23236.0,27333.0,32598.0
35524.0,22812.0,26893.0,35762.0
32073.0,24342.0,26453.0,39685.0
31286.0,27579.0,25788.0,38512.0
30557.0,30506.0,25224.0,36253.0
29494.0,32246.0,25129.0,34305.0
28380.0,32272.0,26035.0,32204.0
27320.0,31684.0,27685.0,29659.0
27431.0,31140.0,28457.0,27434.0
29518.0,30014.0,28206.0,26341.0
32445.0,29386.0,27991.0,25028.0
36203.0,29568.0,28499.0,23628.0
39299.0,30651.0,27129.0,22693.0
40144.0,32468.0,24434.0,22286.0
39992.0,32834.0,22128.0,22483.0
39535.0,32592.0,20984.0,23791.0
38869.0,32314.0,20139.0,25267.0
38381.0,31547.0,19646.0,27851.0
38358.0,28776.0,19453.0,30255.0
40032.0,25551.0,18944.0,31490.0
44291.0,23102.0,19594.0,31901.0
44082.0,22618.0,21229.0,32132.0
41216.0,22235.0,23549.0,31824.0
38733.0,21589.0,25333.0,32183.0
35787.0,21080.0,25927.0,33798.0
32923.0,20568.0,26062.0,37801.0
30101.0,21146.0,25949.0,41910.0
29436.0,23293.0,24965.0,40768.0
28629.0,26207.0,24303.0,38403.0
27427.0,28909.0,24274.0,36112.0
26559.0,30396.0,25412.0,33171.0
25634.0,30676.0,27155.0,29789.0
25463.0,30406.0,27982.0,26580.0
26559.0,29291.0,28441.0,25473.0
28176.0,28397.0,28369.0,24684.0
31341.0,28203.0,28838.0,23748.0
35070.0,29048.0,26633.0,23173.0
37226.0,30079.0,23016.0,23144.0
38242.0,30241.0,20588.0,24931.0
38887.0,30307.0,19723.0,30751.0
38495.0,30723.0,19046.0,36667.0
38407.0,30529.0,18694.0,38779.0
39167.0,28303.0,18849.0,39411.0
41719.0,24839.0,19520.0,39564.0
45954.0,22291.0,23186.0,39677.0
45712.0,22010.0,27880.0,39591.0
43940.0,21740.0,31146.0,39326.0
41444.0,21142.0,32210.0,39420.0
38404.0,20633.0,32112.0,40155.0
34817.0,20567.0,31964.0,43960.0
31193.0,22198.0,31815.0,47562.0
30864.0,24341.0,31241.0,46418.0
30854.0,26362.0,30956.0,44244.0
30282.0,27929.0,31026.0,41018.0
29771.0,28339.0,31943.0,37093.0
29261.0,27921.0,33004.0,32729.0
30642.0,27649.0,32939.0,28698.0
36759.0,27193.0,32096.0,27392.0
43946.0,27273.0,31350.0,26440.0
45907.0,28395.0,31426.0,25334.0
47165.0,30751.0,28651.0,24572.0
47422.0,33107.0,24610.0,24451.0
47418.0,33884.0,21827.0,26125.0
47269.0,33581.0,20670.0,31923.0
46785.0,33296.0,19879.0,37978.0
46651.0,32819.0,19429.0,39729.0
46810.0,29410.0,19374.0,40442.0
48469.0,25584.0,19899.0,40492.0
51116.0,23247.0,23197.0,40766.0
51299.0,23126.0,27401.0,41213.0
50127.0,22783.0,29961.0,40999.0
47068.0,22196.0,30563.0,40910.0
42877.0,21848.0,30275.0,41412.0
38194.0,22668.0,30638.0,44983.0
33806.0,27453.0,30861.0,47375.0
33130.0,33886.0,30526.0,46426.0
32766.0,35649.0,30296.0,44365.0
32112.0,35679.0,30317.0,41264.0
31550.0,34926.0,31361.0,37455.0
31062.0,34353.0,32509.0,33009.0
32315.0,33826.0,32362.0,28896.0
38050.0,32871.0,31646.0,27558.0
44866.0,32551.0,31508.0,26576.0
46369.0,32660.0,31506.0,25415.0
47419.0,34199.0,28599.0,24715.0
47079.0,35379.0,24741.0,24597.0
46449.0,35424.0,22243.0,26286.0
45806.0,34969.0,21254.0,32012.0
45066.0,34718.0,20677.0,38127.0
45089.0,34033.0,20399.0,39715.0
45491.0,30175.0,20465.0,40431.0
47714.0,25761.0,21304.0,40411.0
50553.0,22994.0,24777.0,40627.0
50283.0,22787.0,29021.0,40790.0
49412.0,22515.0,31684.0,40638.0
46750.0,22181.0,32905.0,40405.0
42441.0,22156.0,32911.0,40882.0
37721.0,22864.0,32858.0,44093.0
33453.0,27524.0,32757.0,46567.0
32513.0,33144.0,32462.0,45567.0
32157.0,34506.0,32639.0,43520.0
31470.0,35025.0,33101.0,40696.0
30957.0,35373.0,33970.0,36948.0
30421.0,35517.0,34881.0,32739.0
31809.0,35423.0,34980.0,28614.0
37605.0,35019.0,33782.0,27166.0
44324.0,34661.0,32728.0,26142.0
45470.0,34794.0,32081.0,24949.0
46248.0,36244.0,28897.0,24269.0
45597.0,36896.0,25079.0,23986.0
44981.0,36637.0,22605.0,25717.0
44756.0,36086.0,21725.0,31187.0
44402.0,35786.0,21053.0,37085.0
44778.0,35023.0,20667.0,38724.0
45366.0,31275.0,20824.0,39530.0
47596.0,26895.0,21480.0,39725.0
50255.0,24303.0,24772.0,40135.0
50516.0,24202.0,29189.0,40467.0
49465.0,24151.0,32274.0,40306.0
46554.0,23755.0,33155.0,40141.0
42234.0,23782.0,33237.0,40674.0
37567.0,24651.0,33285.0,44015.0
33292.0,29463.0,32739.0,45908.0
32382.0,34977.0,31841.0,44378.0
32129.0,36039.0,31011.0,42153.0
31540.0,35978.0,30799.0,39595.0
30908.0,35702.0,31614.0,36304.0
30314.0,35481.0,32680.0,32430.0
31488.0,35197.0,32921.0,28540.0
37268.0,34397.0,32669.0,26955.0
44120.0,33842.0,32120.0,25839.0
45948.0,33973.0,32646.0,24525.0
46898.0,35480.0,29839.0,23597.0
47059.0,36444.0,25927.0,23377.0
46890.0,36455.0,23286.0,24737.0
46955.0,36340.0,22158.0,30028.0
46531.0,36345.0,21467.0,35920.0
46126.0,36351.0,21113.0,37835.0
46434.0,32987.0,21109.0,38836.0
48332.0,28979.0,21886.0,39030.0
50934.0,26145.0,25124.0,39088.0
50662.0,25743.0,29428.0,38889.0
49520.0,25392.0,32170.0,38322.0
46572.0,24737.0,32818.0,37847.0
42322.0,24414.0,32501.0,37964.0
37781.0,25040.0,32480.0,40999.0
33613.0,29635.0,32377.0,43412.0
32936.0,35251.0,31701.0,42093.0
32570.0,36769.0,31445.0,39670.0
31824.0,36548.0,31478.0,36972.0
31118.0,36015.0,32168.0,33980.0
30552.0,35972.0,32995.0,30858.0
31787.0,35853.0,32925.0,27846.0
37543.0,35415.0,32177.0,26348.0
44045.0,35486.0,31627.0,24823.0
45392.0,35601.0,31676.0,23235.0
45881.0,37055.0,29207.0,22222.0
45368.0,38013.0,25896.0,21833.0
44549.0,37480.0,23241.0,22336.0
43990.0,36446.0,21968.0,24535.0
43073.0,35333.0,21139.0,27243.0
42593.0,33735.0,20620.0,30973.0
42937.0,30052.0,20380.0,33699.0
45385.0,26243.0,20462.0,34664.0
49595.0,23712.0,21796.0,34647.0
49912.0,23173.0,24252.0,34129.0
47508.0,22636.0,26658.0,32855.0
44323.0,21869.0,27667.0,31987.0
40709.0,21290.0,27294.0,32363.0
37118.0,20972.0,26737.0,35499.0
33588.0,22792.0,26306.0,39314.0
32931.0,25896.0,25415.0,37973.0
32311.0,29071.0,24576.0,35496.0
31215.0,30458.0,24514.0,33812.0
30465.0,30528.0,25532.0,31604.0
29576.0,30443.0,27203.0,29453.0
29636.0,30032.0,28156.0,26883.0
31477.0,28902.0,28197.0,25667.0
34183.0,28227.0,28011.0,24242.0
37805.0,28061.0,28761.0,22775.0
40863.0,28941.0,26794.0,21639.0
41550.0,30830.0,24047.0,21063.0
41447.0,31528.0,21591.0,21281.0
41075.0,31547.0,20443.0,22453.0
40357.0,31565.0,19692.0,23734.0
39960.0,31842.0,19110.0,26550.0
40010.0,29760.0,18883.0,29774.0
41500.0,26819.0,18704.0,31764.0
45412.0,24220.0,19126.0,32731.0
45342.0,23393.0,20699.0,33774.0
43065.0,22820.0,22977.0,33701.0
40146.0,21865.0,24876.0,33505.0
37291.0,21272.0,25793.0,34120.0
34461.0,20523.0,26286.0,37328.0
31759.0,21283.0,26665.0,39194.0
31197.0,23265.0,26298.0,37914.0
30390.0,25669.0,25895.0,36103.0
29273.0,27820.0,26178.0,34138.0
28299.0,28699.0,27200.0,31399.0
27401.0,28893.0,28630.0,28332.0
27199.0,28856.0,29166.0,25212.0
28384.0,27893.0,29288.0,23967.0
29975.0,27117.0,29431.0,23113.0
32721.0,27189.0,30102.0,21788.0
35764.0,28507.0,27772.0,20865.0
37128.0,29962.0,24475.0,20617.0
37446.0,30468.0,21988.0,22278.0
37615.0,30581.0,21096.0,28125.0
36975.0,30759.0,20421.0,34293.0
36583.0,30845.0,20243.0,36170.0
37328.0,28032.0,20437.0,37038.0
39780.0,24166.0,21465.0,37064.0
44450.0,21698.0,24996.0,37662.0
45178.0,21622.0,29649.0,38030.0
43333.0,21465.0,32834.0,38116.0
40558.0,21082.0,34203.0,38102.0
37458.0,20979.0,34237.0,38688.0
33721.0,21820.0,34299.0,42819.0
30210.0,26778.0,34404.0,44758.0
29750.0,32835.0,33409.0,43627.0
29705.0,34381.0,32485.0,41139.0
28982.0,34234.0,32109.0,38051.0
28211.0,33394.0,32798.0,34096.0
27579.0,32596.0,33534.0,29854.0
29130.0,31968.0,33592.0,25872.0
35252.0,31172.0,32957.0,24424.0
41966.0,30616.0,32470.0,23430.0
43501.0,30752.0,32608.0,22108.0
44511.0,32368.0,29589.0,21385.0
44102.0,33520.0,25794.0,21315.0
43480.0,33786.0,23234.0,23104.0
42841.0,33552.0,22244.0,28738.0
42126.0,33226.0,21536.0,34766.0
42072.0,33006.0,21204.0,36496.0
42584.0,29657.0,21348.0,37192.0
45215.0,25316.0,22310.0,37219.0
49276.0,22794.0,25659.0,37260.0
49908.0,22475.0,30213.0,37383.0
48006.0,22262.0,33252.0,37238.0
44993.0,21881.0,33987.0,37216.0
40810.0,21687.0,33815.0,38068.0
36430.0,22351.0,33909.0,41947.0
32232.0,26982.0,33959.0,44214.0
31638.0,32784.0,33405.0,43296.0
31482.0,34285.0,33354.0,41319.0
30699.0,33544.0,33595.0,38390.0
29901.0,32321.0,34427.0,34891.0
29272.0,32211.0,35148.0,30621.0
30759.0,32034.0,35099.0,26982.0
36648.0,31074.0,34485.0,25553.0
43092.0,30562.0,33842.0,24267.0
44778.0,30608.0,33735.0,23154.0
45938.0,32309.0,30614.0,22657.0
46169.0,33494.0,26546.0,22559.0
46116.0,33858.0,23974.0,24011.0
46114.0,33884.0,22927.0,29639.0
45825.0,33551.0,22211.0,35552.0
45551.0,33728.0,21896.0,37030.0
45824.0,30432.0,21974.0,37171.0
47616.0,26158.0,22895.0,36648.0
49930.0,23644.0,26060.0,36785.0
49936.0,23462.0,30643.0,37158.0
48413.0,23312.0,33373.0,37419.0
45344.0,23023.0,33945.0,37600.0
41211.0,22922.0,33335.0,38118.0
36675.0,23628.0,33081.0,42162.0
32454.0,28324.0,33252.0,44261.0
31677.0,33804.0,33012.0,43384.0
31323.0,34748.0,32715.0,41463.0
30522.0,34413.0,32718.0,38695.0
29777.0,33941.0,33459.0,34983.0
29244.0,33869.0,34293.0,30655.0
30478.0,33517.0,34240.0,26657.0
36246.0,32920.0,33753.0,25282.0
42993.0,32708.0,33377.0,24398.0
44888.0,32975.0,33481.0,23448.0
46119.0,34245.0,30377.0,22651.0
46646.0,35044.0,26396.0,22540.0
46787.0,35436.0,23633.0,24491.0
46830.0,35187.0,22601.0,30252.0
46566.0,34732.0,21741.0,36118.0
46371.0,34752.0,21478.0,37035.0
46528.0,31456.0,21545.0,37027.0
48544.0,27068.0,22340.0,36458.0
50837.0,24561.0,25812.0,36243.0
50416.0,23900.0,30532.0,36294.0
48452.0,23376.0,33755.0,36440.0
45489.0,22758.0,35050.0,36925.0
41414.0,22468.0,35520.0,38001.0
36903.0,23098.0,36111.0,41967.0
32798.0,27644.0,36297.0,43796.0
32184.0,33630.0,35959.0,42649.0
31793.0,35790.0,35252.0,40658.0
30931.0,36901.0,34851.0,37909.0
30124.0,37252.0,35442.0,34058.0
29415.0,37650.0,36002.0,30000.0
30665.0,37564.0,35960.0,26166.0
36383.0,36986.0,35517.0,24715.0
42768.0,36614.0,34989.0,23740.0
44769.0,36806.0,33631.0,22647.0
45911.0,38352.0,30308.0,21771.0
46051.0,39118.0,26708.0,21661.0
45960.0,38650.0,24117.0,23253.0
45966.0,37912.0,22950.0,29086.0
45650.0,37076.0,22252.0,35303.0
45583.0,35913.0,21913.0,36851.0
45690.0,32172.0,22007.0,37215.0
47480.0,27861.0,23080.0,36818.0
49854.0,25075.0,26507.0,36203.0
50139.0,24764.0,31407.0,35757.0
48097.0,24515.0,35124.0,35591.0
44921.0,24028.0,36581.0,36015.0
40873.0,23774.0,36930.0,37218.0
36226.0,24445.0,36825.0,41413.0
32486.0,29119.0,36775.0,43672.0
31502.0,34599.0,35810.0,42521.0
30533.0,35641.0,35076.0,40234.0
29622.0,35467.0,34710.0,37138.0
28533.0,35056.0,35130.0,33812.0
27880.0,34726.0,35704.0,30214.0
28791.0,34014.0,35069.0,26974.0
34141.0,32642.0,34136.0,25756.0
40559.0,31759.0,33364.0,24431.0
42651.0,31507.0,32288.0,23063.0
43907.0,32940.0,29386.0,22234.0
43924.0,34143.0,26020.0,21713.0
44175.0,34299.0,23430.0,22388.0
44076.0,33788.0,22006.0,25029.0
43512.0,33208.0,21001.0,27976.0
43296.0,32725.0,20419.0,31736.0
43362.0,29729.0,20266.0,34517.0
44690.0,26026.0,20436.0,35438.0
47342.0,23224.0,21704.0,35779.0
47548.0,22482.0,24181.0,36350.0
45243.0,21931.0,26675.0,36585.0
42186.0,21211.0,27785.0,36603.0
38723.0,20786.0,27740.0,37024.0
35330.0,20482.0,27546.0,39973.0
32111.0,22305.0,27340.0,41598.0
31281.0,24963.0,26640.0,40502.0
30523.0,27316.0,25979.0,37579.0
29268.0,28275.0,25820.0,34957.0
28172.0,27937.0,26776.0,31990.0
27304.0,27151.0,28425.0,29180.0
27306.0,26373.0,29187.0,26522.0
29437.0,25070.0,29149.0,25341.0
32029.0,24091.0,29257.0,23961.0
35599.0,23929.0,29772.0,22353.0
38399.0,25201.0,27831.0,21097.0
39021.0,27479.0,25009.0,20302.0
39009.0,28625.0,22683.0,20374.0
38820.0,29020.0,21482.0,21890.0
38083.0,29019.0,20593.0,23592.0
37690.0,29862.0,20085.0,26585.0
37657.0,28307.0,19907.0,29946.0
38983.0,25327.0,19808.0,31814.0
43053.0,22700.0,20269.0,32887.0
43916.0,21910.0,21828.0,33456.0
41795.0,21267.0,24081.0,33106.0
38945.0,20487.0,25955.0,32985.0
35994.0,19931.0,26866.0,34162.0
33319.0,19091.0,27287.0,38042.0
30942.0,19956.0,27934.0,39836.0
30299.0,21505.0,27680.0,38292.0
29460.0,23536.0,27366.0,35832.0
28149.0,25373.0,27706.0,33381.0
26937.0,26749.0,28659.0,30340.0
25973.0,27455.0,29821.0,27359.0
25922.0,27693.0,30363.0,23978.0
27042.0,27056.0,30290.0,22766.0
28124.0,26685.0,30398.0,22109.0
30725.0,26967.0,30673.0,20855.0
33820.0,28413.0,28210.0,20163.0
35784.0,29949.0,24740.0,20139.0
36386.0,30954.0,22365.0,22113.0
37036.0,31223.0,21445.0,28091.0
36397.0,31023.0,20929.0,34490.0
36106.0,31125.0,20615.0,36758.0
36532.0,28477.0,20716.0,37329.0
38101.0,24444.0,21806.0,36992.0
42038.0,21901.0,25261.0,36898.0
42839.0,21648.0,29889.0,37271.0
41082.0,21568.0,32640.0,37285.0
38541.0,21224.0,32926.0,37645.0
35619.0,21077.0,32223.0,38969.0
32558.0,22099.0,32353.0,43741.0
29246.0,27503.0,33051.0,45682.0
28778.0,34203.0,32914.0,44495.0
28653.0,36771.0,32762.0,42321.0
27716.0,37630.0,32898.0,39514.0
26943.0,37856.0,33921.0,35636.0
26521.0,37865.0,34892.0,31564.0
27919.0,36814.0,34828.0,27605.0
33087.0,34667.0,34213.0,26383.0
38113.0,33353.0,34182.0,25580.0
41763.0,32558.0,33699.0,24416.0
43618.0,33533.0,30180.0,23507.0
43976.0,34709.0,26117.0,23197.0
44377.0,34847.0,23424.0,24814.0
44397.0,34577.0,22252.0,30623.0
43852.0,33726.0,21538.0,37170.0
43591.0,33609.0,21232.0,38577.0
43681.0,30690.0,21423.0,39323.0
44638.0,26441.0,22429.0,39484.0
47564.0,23895.0,25829.0,39902.0
48678.0,23618.0,30580.0,40351.0
46787.0,23295.0,33598.0,40410.0
43715.0,22945.0,34376.0,39938.0
39861.0,22498.0,34317.0,40192.0
35597.0,23080.0,34520.0,43820.0
31456.0,27925.0,34578.0,45566.0
30750.0,33042.0,34148.0,44575.0
30496.0,34536.0,33844.0,42417.0
29675.0,34881.0,33935.0,39312.0
28986.0,34621.0,34828.0,35581.0
28306.0,34472.0,35684.0,31097.0
29466.0,33952.0,35499.0,26869.0
34432.0,33472.0,34969.0,25412.0
39064.0,33675.0,34690.0,24657.0
41627.0,33661.0,33606.0,23867.0
42416.0,35402.0,30129.0,23317.0
41437.0,36590.0,26203.0,23147.0
40586.0,36447.0,23633.0,24757.0
40038.0,35872.0,22606.0,30544.0
39590.0,35121.0,21941.0,36524.0
39745.0,34528.0,21752.0,37438.0
40559.0,31435.0,21842.0,37295.0
42312.0,26954.0,22943.0,36935.0
46209.0,24198.0,26147.0,37602.0
48338.0,23883.0,30667.0,38341.0
46237.0,23709.0,33133.0,38146.0
43384.0,23288.0,33686.0,37978.0
39452.0,22931.0,33870.0,38804.0
35020.0,23643.0,34094.0,42751.0
31075.0,28360.0,34250.0,44649.0
30234.0,33679.0,33932.0,43679.0
29833.0,34609.0,33960.0,41727.0
28954.0,34772.0,34323.0,38504.0
28192.0,35152.0,35399.0,34830.0
27455.0,35288.0,36226.0,30500.0
28779.0,35053.0,36064.0,26376.0
33677.0,34112.0,35292.0,25055.0
38248.0,33440.0,35098.0,24242.0
40801.0,33446.0,33460.0,23122.0
41697.0,34712.0,30032.0,22391.0
41064.0,35674.0,26255.0,22161.0
40324.0,35606.0,23689.0,23974.0
40109.0,35387.0,22784.0,30022.0
39618.0,34811.0,22185.0,36909.0
39596.0,34613.0,21987.0,38873.0
40197.0,31800.0,22009.0,39497.0
41982.0,27344.0,23253.0,39728.0
45369.0,24557.0,26680.0,40085.0
46880.0,24096.0,31579.0,40375.0
44785.0,23779.0,34676.0,40458.0
41624.0,23341.0,35449.0,40289.0
37928.0,23088.0,35297.0,41044.0
33858.0,23825.0,35120.0,44960.0
30123.0,28322.0,34999.0,46381.0
29278.0,33664.0,34582.0,44976.0
28738.0,34564.0,34143.0,43101.0
27594.0,34129.0,34180.0,40279.0
26718.0,33478.0,35068.0,36371.0
26331.0,33318.0,35825.0,32164.0
27634.0,32966.0,35519.0,28260.0
32558.0,32039.0,34819.0,26948.0
37331.0,31471.0,34694.0,26097.0
40155.0,31373.0,33342.0,24963.0
41948.0,32899.0,29610.0,24170.0
42686.0,34255.0,25613.0,23942.0
43168.0,34634.0,22837.0,25518.0
43482.0,34395.0,21682.0,31341.0
43172.0,33943.0,20971.0,38144.0
43119.0,33959.0,20637.0,39985.0
43192.0,31202.0,20859.0,40523.0
44470.0,26941.0,22151.0,40110.0
47434.0,24097.0,25431.0,39656.0
48394.0,23563.0,30190.0,38733.0
45889.0,23315.0,33404.0,38039.0
42919.0,22873.0,34712.0,38481.0
39428.0,22551.0,34456.0,39389.0
35718.0,23053.0,34493.0,43609.0
31898.0,27618.0,34141.0,45091.0
31122.0,33306.0,33535.0,43962.0
30670.0,35245.0,32910.0,41884.0
29748.0,35428.0,32585.0,38883.0
28797.0,34771.0,33355.0,35442.0
28178.0,34323.0,34063.0,32201.0
29296.0,34018.0,34073.0,28568.0
34242.0,33098.0,33420.0,27216.0
38605.0,32471.0,33368.0,26152.0
41583.0,32243.0,32358.0,24881.0
42787.0,33268.0,29423.0,23884.0
42615.0,34388.0,26099.0,23065.0
42734.0,34221.0,23603.0,23479.0
42739.0,33694.0,22290.0,25915.0
42027.0,32804.0,21591.0,29069.0
41688.0,32515.0,21069.0,32861.0
41423.0,30430.0,20855.0,35083.0
42499.0,27045.0,21228.0,35117.0
45657.0,24447.0,22486.0,34655.0
47290.0,23651.0,25361.0,34575.0
45128.0,22933.0,28160.0,34861.0
41749.0,22197.0,29411.0,35759.0
38626.0,21605.0,29684.0,37241.0
35098.0,21284.0,29242.0,41605.0
31939.0,22984.0,28730.0,44514.0
31114.0,25793.0,27789.0,43627.0
30235.0,28709.0,27324.0,41196.0
28885.0,30037.0,27695.0,38894.0
27787.0,29945.0,29034.0,36104.0
26820.0,29496.0,30464.0,33305.0
27089.0,28931.0,31127.0,30645.0
29179.0,27841.0,31081.0,29569.0
31385.0,26963.0,31508.0,28573.0
34623.0,26520.0,30438.0,27395.0
36784.0,27417.0,27961.0,26418.0
36881.0,29020.0,25038.0,25683.0
36540.0,29655.0,22426.0,25605.0
36231.0,29754.0,21155.0,26842.0
35418.0,29107.0,20066.0,28549.0
34940.0,29521.0,19377.0,31540.0
35253.0,28172.0,19055.0,34784.0
37104.0,25249.0,19014.0,36141.0
40975.0,22806.0,19307.0,36638.0
43418.0,21843.0,21052.0,37125.0
41225.0,21021.0,23750.0,37293.0
38880.0,20124.0,26237.0,38058.0
36306.0,19458.0,27365.0,39412.0
33788.0,18848.0,27538.0,43722.0
31242.0,19681.0,27915.0,45748.0
30679.0,21413.0,27556.0,44606.0
29969.0,23956.0,26977.0,42400.0
28947.0,26285.0,27062.0,39933.0
27942.0,27680.0,27840.0,36890.0
27075.0,28432.0,29016.0,33227.0
26852.0,28623.0,29673.0,29589.0
27769.0,27975.0,29854.0,28784.0
28592.0,27414.0,30678.0,28438.0
31002.0,27305.0,30158.0,27666.0
34116.0,27954.0,27449.0,26994.0
36096.0,28608.0,24184.0,26677.0
37253.0,28651.0,21981.0,28343.0
38626.0,28664.0,21204.0,34568.0
38812.0,28591.0,20708.0,41526.0
38953.0,29027.0,20592.0,43454.0
39456.0,27788.0,20810.0,44062.0
40873.0,24755.0,22158.0,43683.0
42806.0,22278.0,25787.0,43222.0
43008.0,21582.0,30600.0,43146.0
41208.0,21176.0,33893.0,43029.0
38375.0,20608.0,35495.0,43378.0
35259.0,20078.0,35919.0,44600.0
31639.0,19880.0,36406.0,48087.0
28081.0,21559.0,36471.0,48392.0
27828.0,23816.0,35834.0,47442.0
27918.0,26073.0,35332.0,45618.0
27220.0,27893.0,35311.0,42573.0
26650.0,28771.0,35982.0,38383.0
26078.0,28930.0,36697.0,33776.0
27331.0,29138.0,36533.0,29337.0
33543.0,28727.0,35896.0,28209.0
39391.0,28319.0,35646.0,27736.0
40986.0,28550.0,33821.0,26871.0
41710.0,29957.0,29835.0,26145.0
41319.0,31703.0,25632.0,25770.0
41172.0,31910.0,22931.0,27314.0
41268.0,31567.0,21720.0,33195.0
41047.0,30906.0,20948.0,40112.0
40902.0,30863.0,20730.0,41581.0
41022.0,29141.0,21083.0,42223.0
43313.0,25380.0,22192.0,42519.0
46476.0,22728.0,25396.0,42713.0
48415.0,22250.0,29932.0,42714.0
46280.0,21923.0,32674.0,42500.0
43154.0,21413.0,33175.0,42373.0
38821.0,21072.0,33508.0,43365.0
34256.0,21595.0,33847.0,47113.0
30154.0,25737.0,34451.0,48179.0
29506.0,30205.0,34365.0,47253.0
29079.0,32835.0,34518.0,45242.0
28359.0,33508.0,34854.0,42284.0
27735.0,33407.0,35613.0,38030.0
27170.0,33251.0,36516.0,33501.0
28689.0,32979.0,36180.0,29364.0
34394.0,32157.0,35310.0,28208.0
39984.0,31693.0,35417.0,27676.0
41117.0,31671.0,33405.0,26649.0
41332.0,32632.0,29687.0,25940.0
40652.0,33573.0,25698.0,25367.0
40308.0,33741.0,22935.0,26998.0
40413.0,33432.0,21991.0,32850.0
40208.0,32466.0,21277.0,39667.0
40199.0,32387.0,20834.0,40929.0
40776.0,30435.0,20909.0,41754.0
42972.0,26460.0,22052.0,41282.0
46125.0,23692.0,25632.0,40695.0
48536.0,23133.0,30648.0,40452.0
46936.0,22666.0,33427.0,40546.0
43887.0,22221.0,34350.0,40999.0
39882.0,21889.0,34352.0,42318.0
35498.0,22400.0,34092.0,46743.0
31509.0,26220.0,33995.0,48139.0
30958.0,30542.0,33205.0,47294.0
30723.0,32733.0,32253.0,45511.0
29869.0,33319.0,32168.0,42616.0
29155.0,32892.0,32960.0,38601.0
28636.0,32399.0,33908.0,34174.0
30030.0,31903.0,34160.0,30152.0
36131.0,31245.0,33964.0,29030.0
41820.0,31312.0,34802.0,28469.0
43016.0,32316.0,33340.0,27482.0
43512.0,33997.0,29542.0,26739.0
43416.0,35382.0,25571.0,26283.0
43092.0,35184.0,22803.0,27816.0
42903.0,34076.0,21600.0,33590.0
42307.0,33050.0,20946.0,40531.0
42082.0,32227.0,20647.0,41762.0
42246.0,29739.0,20849.0,41980.0
44258.0,25598.0,21955.0,41527.0
47039.0,22647.0,25587.0,41520.0
48455.0,21761.0,30280.0,41632.0
46199.0,21509.0,32782.0,41627.0
42950.0,21125.0,33244.0,41759.0
38681.0,20740.0,33150.0,42626.0
34379.0,21315.0,32989.0,46395.0
30140.0,25255.0,32506.0,47418.0
29142.0,29319.0,31926.0,46179.0
28711.0,31626.0,31261.0,44449.0
27533.0,32052.0,31396.0,41532.0
26603.0,31912.0,32429.0,37564.0
25932.0,31890.0,33509.0,33117.0
27292.0,31510.0,33992.0,29205.0
32867.0,30815.0,33923.0,27871.0
38710.0,30266.0,34906.0,26934.0
40592.0,30013.0,33416.0,25800.0
41604.0,31171.0,29643.0,24620.0
41949.0,32345.0,25921.0,24079.0
41774.0,32844.0,23174.0,25335.0
41424.0,32663.0,22057.0,30832.0
40801.0,32211.0,21409.0,37331.0
40325.0,32669.0,21066.0,38852.0
40159.0,30888.0,21123.0,39112.0
41898.0,26671.0,22298.0,38880.0
44848.0,23813.0,25601.0,38856.0
47763.0,23250.0,30009.0,38861.0
45977.0,22748.0,32450.0,38672.0
43208.0,22291.0,32536.0,38965.0
39283.0,22007.0,31571.0,40004.0
35089.0,22593.0,31225.0,43526.0
31087.0,26388.0,31036.0,44460.0
30497.0,31037.0,30219.0,43262.0
29934.0,34358.0,29715.0,41025.0
28914.0,35710.0,29698.0,38544.0
28262.0,35842.0,30768.0,35227.0
27840.0,35773.0,32058.0,31933.0
29305.0,35190.0,32384.0,28790.0
35011.0,33652.0,32257.0,27475.0
40581.0,32265.0,33011.0,26525.0
41524.0,31003.0,31495.0,25227.0
41246.0,31369.0,28299.0,24221.0
40329.0,32323.0,25006.0,23554.0
39578.0,32354.0,22353.0,24047.0
39142.0,32250.0,21226.0,26465.0
38885.0,31462.0,20492.0,29543.0
38650.0,31351.0,19950.0,32555.0
38964.0,30035.0,19918.0,34604.0
40956.0,26521.0,20389.0,35300.0
43820.0,23800.0,21625.0,36014.0
46056.0,22936.0,24251.0,36487.0
43560.0,22089.0,26921.0,36253.0
40327.0,21431.0,27992.0,36196.0
36649.0,20814.0,27561.0,37227.0
32870.0,20522.0,27045.0,40245.0
